style_color,=1/0,inventory_class,season_code,last_receipt_date,first_sale_date,us_ecom_oh_u,inventory_feed,oo_u,image,online,msrp,sale_price,promo,category_reg_sale,notes,holds,new_arrivals,meta_source_file,meta_sheet_name,meta_file_timestamp,meta_extracted_timestamp
107577-4400,107577,FP,23H1,10/25/2023,,0,0,0,,,149,74.97,29.99,SALE,FLASH,,           ,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107577-6010,107577,FP,23H1,10/21/2023,,0,0,0,,,149,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107682-1001,107682,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107682-1501,107682,OP,23F1,,,0,0,0,YES,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107682-6000,107682,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107722-1501,107722,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107722-3002,107722,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107722-4189,107722,OP,23F1,6/4/2024,,0,1,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107722-6000,107722,OP,23F1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107834-1001,107834,OP,23H1,9/3/2024,45253,0,0,0,YES,,109,69.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107834-1501,107834,OP,23H1,,,0,0,0,,,109,69.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107834-3444,107834,OP,23H1,9/23/2023,45253,1,0,0,YES,,109,69.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107834-6000,107834,OP,23H1,9/4/2024,45253,0,1,0,YES,LIVE,109,69.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107893-1001,107893,FP,24S1,3/11/2024,,0,0,0,YES,,89,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107893-1700,107893,FP,24S1,3/11/2024,45311,1,1,0,YES,LIVE,89,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107903-1001,107903,FP,24S2,7/30/2024,45322,2,15,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107903-4205,107903,FP,24S2,8/2/2024,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107905-1001,107905,FP,24S2,2/8/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107905-2701,107905,FP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107907-4903,107907,FP,24S2,2/29/2024,45339,44,43,0,YES,LIVE,99,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107907-8002,107907,FP,24S2,1/23/2024,45323,12,9,0,YES,LIVE,99,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107936-1001,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107936-1501,107936,FP,24S3,2/13/2024,45339,0,0,0,,,89,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107936-1701,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107936-3014,107936,FP,24S3,2/13/2024,,0,0,0,,,89,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107943-1001,107943,FP,24S3,2/27/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
107943-1702,107943,FP,24S3,2/27/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108013-1001,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108013-4816,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108013-6000,108013,OP,24S2,2/7/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108019-1001,108019,OP,23H3,,,0,0,0,,,119,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108019-1501,108019,OP,23H3,,,0,0,0,,,119,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108136-4262,108136,FP,24M1,6/27/2024,45476,197,185,0,YES,LIVE,99,64.97,19.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108138-4262,108138,FP,24M1,5/13/2024,45429,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108142-1001,108142,FP,24M1,4/28/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108142-1700,108142,FP,24M1,4/26/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108142-4262,108142,FP,24M1,5/24/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108176-1001,108176,FP,24M2,5/24/2024,,0,0,0,YES,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108176-1702,108176,FP,24M2,5/24/2024,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108176-2107,108176,FP,24M2,5/24/2024,,0,0,0,YES,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108223-1001,108223,OP,23H1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108223-1700,108223,OP,23H1,,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108223-3539,108223,OP,23H1,9/18/2023,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108223-6000,108223,OP,23H1,9/15/2023,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108237-1001,108237,FP,23F3,9/8/2023,,0,0,0,,,119,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108237-4792,108237,FP,23F3,,,0,0,0,,,119,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108237-6000,108237,FP,23F3,9/1/2023,,0,0,0,,,119,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108239-1081,108239,FP,23F3,9/9/2023,45191,0,17,0,YES,LIVE,119,74.97,19.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108244-1182,108244,OP,23H1,10/7/2023,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108244-2742,108244,OP,23H1,10/9/2023,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108244-4920,108244,OP,23H1,,,0,0,0,YES,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108263-4451,108263,FP,24S3,2/20/2024,45346,-1,0,0,,,99,84.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108263-9605,108263,FP,24S3,2/21/2024,,0,0,0,,,99,84.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108285-1001,108285,FP,23H2,10/24/2023,,0,0,0,,,129,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108285-4903,108285,FP,23H2,10/19/2023,,0,0,0,,,129,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108285-6010,108285,FP,23H2,10/25/2023,,0,0,0,,,129,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108301-1001,108301,OP,24M3,6/12/2024,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108301-1501,108301,OP,24M3,6/14/2024,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108301-6000,108301,OP,24M3,6/10/2024,45458,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108303-1001,108303,OP,24M3,6/4/2024,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108303-2504,108303,OP,24M3,6/5/2024,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108303-8410,108303,OP,24M3,6/5/2024,,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108305-1001,108305,OP,24S1,6/4/2024,45344,1,0,0,YES,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108305-1700,108305,OP,24M2,,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108305-6510,108305,OP,24S1,,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108308-1001,108308,OP,24M1,,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108308-1702,108308,OP,24M1,,,0,0,0,YES,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108397-1001,108397,FP,24M2,6/24/2024,,0,0,0,,,99,84.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108397-8116,108397,FP,24M2,6/24/2024,,0,0,0,,,99,84.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108401-1001,108401,FP,24M3,6/7/2024,45455,0,0,0,YES,,89,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108402-1001,108402,FP,24M3,7/5/2024,45457,18,18,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108402-4542,108402,FP,24M3,,,0,0,0,YES,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108402-6499,108402,FP,24M3,7/5/2024,45460,22,26,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108435-1001,108435,OP,23H3,11/22/2023,45254,1,0,0,YES,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108435-1501,108435,OP,23H3,11/22/2023,45254,1,0,0,YES,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108437-1427,108437,OP,23H3,,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108437-4792,108437,OP,23H3,,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108437-8302,108437,OP,23H3,11/22/2023,,0,0,0,,,89,74.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108470-1001,108470,FP,24F3,10/21/2024,45560,129,131,0,YES,LIVE,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108470-2375,108470,FP,24F3,9/4/2024,45560,62,62,0,YES,LIVE,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108470-6499,108470,FP,24F3,10/21/2024,45548,352,361,0,YES,LIVE,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108476-1001,108476,FP,24F2,9/13/2024,45515,0,0,0,YES,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108476-2707,108476,FP,24F2,11/7/2024,45514,82,91,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108476-3539,108476,FP,24F2,9/13/2024,45539,13,19,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108547-1001,108547,FP,24F1,9/30/2024,45518,180,199,0,YES,LIVE,109,69.97,19.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108547-1700,108547,FP,24F1,9/2/2024,45518,6,6,0,YES,LIVE,109,69.97,19.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108547-6909,108547,FP,24F1,9/2/2024,45517,52,596,0,YES,LIVE,109,69.97,19.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108550-1077,108550,FP,24F1,9/30/2024,45546,-1,0,0,,,129,109.97,34.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108550-2375,108550,FP,24F1,8/23/2024,45546,0,0,0,,,129,109.97,34.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108626-1001,108626,FP,24H1,12/5/2024,45607,138,133,0,YES,LIVE,139,119.97,49.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108626-2063,108626,FP,24H1,11/5/2024,45603,77,83,0,YES,LIVE,139,119.97,49.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108626-6069,108626,FP,24H1,11/6/2024,45603,343,340,0,YES,LIVE,139,119.97,49.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108795-1001,108795,FP,24F2,9/13/2024,45513,1,1,0,YES,LIVE,139,119.97,49.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108795-2213,108795,FP,24F2,8/7/2024,45513,48,49,0,YES,LIVE,139,119.97,49.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108795-4610,108795,FP,24F2,9/13/2024,45517,14,16,0,YES,LIVE,139,119.97,49.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108799-1501,108799,FP,24F3,10/21/2024,45574,3,3,0,YES,LIVE,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108825-1001,108825,FP,24S2,,,0,0,0,,,99,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108825-6510,108825,FP,24S2,8/9/2024,45379,0,0,0,YES,,99,74.97,24.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108952-1001,108952,FP,24F2,9/13/2024,45514,1,2,0,YES,LIVE,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108952-1702,108952,FP,24F2,9/13/2024,45513,20,32,0,YES,LIVE,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108961-1001,108961,FP,24F2,9/19/2024,,0,0,0,,,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
108961-8106,108961,FP,24F2,7/22/2024,45512,8,8,0,YES,LIVE,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
109143C-1001,109143C,FP,24M2,8/2/2024,,0,0,0,,,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
109143C-4610,109143C,FP,24M2,8/1/2024,45508,5,5,0,YES,LIVE,119,99.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
109146C-1001,109146C,FP,24M3,12/6/2024,,0,0,0,YES,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
109146C-8116,109146C,FP,24M3,6/29/2024,45476,0,0,0,,,109,94.97,29.99,SALE,FLASH,,,Mystery Flash Sale 2.24.25.xlsx,Flash Pricing TY,45728.3433,45728.3555
